external_id,source_sku,ean,brand,model,size_text,season,width_mm,aspect_ratio,diameter_in,load_index,speed_index,stock_qty,wholesale_price_eur,consumer_price_eur,eprel_code,label_json,image_url,first_seen_at,last_seen_at,is_available
165987,T1955516BRIDGESTOVRDOT,NULL,Bridgestone,Noranza TARJOUS!,195/55-16,winter,195.00,55.00,16.00,91,T,20,63.71,79.64,NULL,map[EprelCode: IceClass: LabelImage: LabelType: NoiseClass: NoiseValuedB: Plant: RRC: RegisterCode: SnowClass: WetGrip:],https://images.vannetukku.fi/images/bridgestone_noranza_001_nastarengas_dubbdack_dubbdekk.jpg,2026-04-26 01:25:41.650376+00,2026-04-26 01:39:06.174+00,true
167082,T2154517CONTINENTVRDOT,NULL,Continental,IceContact 3,215/45-17,winter,215.00,45.00,17.00,91,T,16,114.71,143.39,NULL,map[EprelCode: IceClass: LabelImage: LabelType: NoiseClass: NoiseValuedB: Plant: RRC: RegisterCode: SnowClass: WetGrip:],https://images.vannetukku.fi/images/continental_icecontact_3_nastarengas_dubbdack_dubbdekk.jpg,2026-04-26 01:25:42.054793+00,2026-04-26 01:39:06.174+00,true
167083,T2254018CONTINENTVRDOT,NULL,Continental,IceContact 3 TARJOUS!,225/40-18,winter,225.00,40.00,18.00,92,T,18,101.96,127.45,NULL,map[EprelCode: IceClass: LabelImage: LabelType: NoiseClass: NoiseValuedB: Plant: RRC: RegisterCode: SnowClass: WetGrip:],https://images.vannetukku.fi/images/continental_icecontact_3_nastarengas_dubbdack_dubbdekk.jpg,2026-04-26 01:25:42.054793+00,2026-04-26 01:39:06.174+00,true
108779,ATV27914ATLAS,6970601282157,Forerunner,ATLAS mönkijän rengas,27x9-14,summer,9.00,NULL,14.00,49,F,20,62.83,78.05,NULL,map[EprelCode: IceClass: LabelImage: LabelType: NoiseClass: NoiseValuedB: Plant: RRC: RegisterCode: SnowClass: WetGrip:],https://images.vannetukku.fi/images/atlas.jpg,2026-04-26 01:25:41.181365+00,2026-04-26 01:39:06.174+00,true
108780,ATV271114ATLAS,6970601282164,Forerunner,ATLAS mönkijän rengas,27x11-14,summer,11.00,NULL,14.00,55,F,20,68.57,85.22,NULL,map[EprelCode: IceClass: LabelImage: LabelType: NoiseClass: NoiseValuedB: Plant: RRC: RegisterCode: SnowClass: WetGrip:],https://images.vannetukku.fi/images/atlas.jpg,2026-04-26 01:25:41.181365+00,2026-04-26 01:39:06.174+00,true
155526,ATV27914ATLAS,6438431051928,Forerunner,ATLAS mönkijän rengas Winter,27x9-14,winter,9.00,NULL,14.00,49,F,20,85.14,105.94,NULL,map[EprelCode: IceClass: LabelImage: LabelType: NoiseClass: NoiseValuedB: Plant: RRC: RegisterCode: SnowClass: WetGrip:],https://images.vannetukku.fi/images/forerunner_atlas_nastoilla.jpg,2026-04-26 01:25:41.650376+00,2026-04-26 01:39:06.174+00,true
155525,ATV271114ATLAS,6438431051911,Forerunner,ATLAS mönkijän rengas Winter,27x11-14,winter,11.00,NULL,14.00,55,F,20,90.88,113.11,NULL,map[EprelCode: IceClass: LabelImage: LabelType: NoiseClass: NoiseValuedB: Plant: RRC: RegisterCode: SnowClass: WetGrip:],https://images.vannetukku.fi/images/forerunner_atlas_nastoilla.jpg,2026-04-26 01:25:41.650376+00,2026-04-26 01:39:06.174+00,true
91760,ATV25812KNIGHT,6970601280252,Forerunner,KNIGHT mönkijän rengas,25x8-12,summer,8.00,NULL,12.00,43,F,20,46.26,57.33,NULL,map[EprelCode: IceClass: LabelImage: LabelType: NoiseClass: NoiseValuedB: Plant: RRC: RegisterCode: SnowClass: WetGrip:],https://images.vannetukku.fi/images/knight.jpg,2026-04-26 01:25:41.181365+00,2026-04-26 01:39:06.174+00,true
91762,ATV26912KNIGHT,6970601281051,Forerunner,KNIGHT mönkijän rengas,26x9-12,summer,9.00,NULL,12.00,49,F,20,52.00,64.50,NULL,map[EprelCode: IceClass: LabelImage: LabelType: NoiseClass: NoiseValuedB: Plant: RRC: RegisterCode: SnowClass: WetGrip:],https://images.vannetukku.fi/images/knight.jpg,2026-04-26 01:25:41.181365+00,2026-04-26 01:39:06.174+00,true
108772,ATV261114KNIGHT,6970601280771,Forerunner,KNIGHT mönkijän rengas,26x11-14,summer,11.00,NULL,14.00,54,F,4,64.11,79.64,NULL,map[EprelCode: IceClass: LabelImage: LabelType: NoiseClass: NoiseValuedB: Plant: RRC: RegisterCode: SnowClass: WetGrip:],https://images.vannetukku.fi/images/knight.jpg,2026-04-26 01:25:41.181365+00,2026-04-26 01:39:06.174+00,true
155337,ATV25812KNIGHT,6438431051942,Forerunner,KNIGHT mönkijän rengas Winter,25x8-12,winter,8.00,NULL,12.00,43,F,20,67.93,84.42,NULL,map[EprelCode: IceClass: LabelImage: LabelType: NoiseClass: NoiseValuedB: Plant: RRC: RegisterCode: SnowClass: WetGrip:],https://images.vannetukku.fi/images/forerunner_knight_nastoilla.jpg,2026-04-26 01:25:41.650376+00,2026-04-26 01:39:06.174+00,true
155338,ATV26912KNIGHT,6438431051973,Forerunner,KNIGHT mönkijän rengas Winter,26x9-12,winter,9.00,NULL,12.00,49,F,20,73.67,91.59,NULL,map[EprelCode: IceClass: LabelImage: LabelType: NoiseClass: NoiseValuedB: Plant: RRC: RegisterCode: SnowClass: WetGrip:],https://images.vannetukku.fi/images/forerunner_knight_nastoilla.jpg,2026-04-26 01:25:41.650376+00,2026-04-26 01:39:06.174+00,true
155341,ATV261114KNIGHT,6438431051966,Forerunner,KNIGHT mönkijän rengas Winter,26x11-14,winter,11.00,NULL,14.00,54,F,4,85.78,106.73,NULL,map[EprelCode: IceClass: LabelImage: LabelType: NoiseClass: NoiseValuedB: Plant: RRC: RegisterCode: SnowClass: WetGrip:],https://images.vannetukku.fi/images/forerunner_knight_nastoilla.jpg,2026-04-26 01:25:41.650376+00,2026-04-26 01:39:06.174+00,true
165909,TATV261114KNIGHT,6438431050624,Forerunner,KNIGHT mönkijän rengas Winter,26x11-14,winter,11.00,NULL,14.00,54,F,14,85.78,106.73,NULL,map[EprelCode: IceClass: LabelImage: LabelType: NoiseClass: NoiseValuedB: Plant: RRC: RegisterCode: SnowClass: WetGrip:],https://images.vannetukku.fi/images/forerunner_knight_nastoilla.jpg,2026-04-26 01:25:41.650376+00,2026-04-26 01:39:06.174+00,true
91765,ATV251012MARSA,6970601280696,Forerunner,MARS A mönkijän rengas,25x10-12,summer,10.00,NULL,12.00,50,F,18,46.90,58.13,NULL,map[EprelCode: IceClass: LabelImage: LabelType: NoiseClass: NoiseValuedB: Plant: RRC: RegisterCode: SnowClass: WetGrip:],https://images.vannetukku.fi/images/mars_a.jpg,2026-04-26 01:25:41.181365+00,2026-04-26 01:39:06.174+00,true
161517,ATV25812MARSB,6970601280689,Forerunner,MARS B mönkijän rengas,25x8-12,summer,8.00,NULL,12.00,43,F,20,41.80,51.75,NULL,map[EprelCode: IceClass: LabelImage: LabelType: NoiseClass: NoiseValuedB: Plant: RRC: RegisterCode: SnowClass: WetGrip:],https://images.vannetukku.fi/images/mars_b.jpg,2026-04-26 01:25:41.650376+00,2026-04-26 01:39:06.174+00,true
91766,ATV24812MARSB,6970601281815,Forerunner,MARS B mönkijän rengas,24x8-12,summer,8.00,NULL,12.00,40,F,20,43.71,54.14,NULL,map[EprelCode: IceClass: LabelImage: LabelType: NoiseClass: NoiseValuedB: Plant: RRC: RegisterCode: SnowClass: WetGrip:],https://images.vannetukku.fi/images/mars_b.jpg,2026-04-26 01:25:41.181365+00,2026-04-26 01:39:06.174+00,true
161518,ATV26912MARSB,6970601283444,Forerunner,MARS B mönkijän rengas,26x9-12,summer,9.00,NULL,12.00,49,F,20,49.45,61.31,NULL,map[EprelCode: IceClass: LabelImage: LabelType: NoiseClass: NoiseValuedB: Plant: RRC: RegisterCode: SnowClass: WetGrip:],https://images.vannetukku.fi/images/mars_b.jpg,2026-04-26 01:25:41.650376+00,2026-04-26 01:39:06.174+00,true
154836,ATV25812VICTORY,6970601282225,Forerunner,VICTORY mönkijän rengas,25x8-12,summer,8.00,NULL,12.00,43,F,4,54.55,67.69,NULL,map[EprelCode: IceClass: LabelImage: LabelType: NoiseClass: NoiseValuedB: Plant: RRC: RegisterCode: SnowClass: WetGrip:],https://images.vannetukku.fi/images/victory.jpg,2026-04-26 01:25:41.650376+00,2026-04-26 01:39:06.174+00,true
154838,ATV26912VICTORY,6970601281075,Forerunner,VICTORY mönkijän rengas,26x9-12,summer,9.00,NULL,12.00,49,F,7,62.83,78.05,NULL,map[EprelCode: IceClass: LabelImage: LabelType: NoiseClass: NoiseValuedB: Plant: RRC: RegisterCode: SnowClass: WetGrip:],https://images.vannetukku.fi/images/victory.jpg,2026-04-26 01:25:41.650376+00,2026-04-26 01:39:06.174+00,true
108784,ATV27914VICTORY,6970601282270,Forerunner,VICTORY mönkijän rengas,27x9-14,summer,9.00,NULL,14.00,49,F,20,66.66,82.83,NULL,map[EprelCode: IceClass: LabelImage: LabelType: NoiseClass: NoiseValuedB: Plant: RRC: RegisterCode: SnowClass: WetGrip:],https://images.vannetukku.fi/images/victory.jpg,2026-04-26 01:25:41.181365+00,2026-04-26 01:39:06.174+00,true
154839,ATV261112VICTORY,6970601282249,Forerunner,VICTORY mönkijän rengas,26x11-12,summer,11.00,NULL,12.00,55,F,20,71.76,89.20,NULL,map[EprelCode: IceClass: LabelImage: LabelType: NoiseClass: NoiseValuedB: Plant: RRC: RegisterCode: SnowClass: WetGrip:],https://images.vannetukku.fi/images/victory.jpg,2026-04-26 01:25:41.650376+00,2026-04-26 01:39:06.174+00,true
108782,ATV261114VICTORY,6970601282263,Forerunner,VICTORY mönkijän rengas,26x11-14,summer,11.00,NULL,14.00,54,F,4,69.84,86.81,NULL,map[EprelCode: IceClass: LabelImage: LabelType: NoiseClass: NoiseValuedB: Plant: RRC: RegisterCode: SnowClass: WetGrip:],https://images.vannetukku.fi/images/victory.jpg,2026-04-26 01:25:41.181365+00,2026-04-26 01:39:06.174+00,true
108783,ATV271114VICTORY,6970601282287,Forerunner,VICTORY mönkijän rengas,27x11-14,summer,11.00,NULL,14.00,55,F,19,79.41,98.76,NULL,map[EprelCode: IceClass: LabelImage: LabelType: NoiseClass: NoiseValuedB: Plant: RRC: RegisterCode: SnowClass: WetGrip:],https://images.vannetukku.fi/images/victory.jpg,2026-04-26 01:25:41.181365+00,2026-04-26 01:39:06.174+00,true
155342,ATV25812VICTORY,6438431051997,Forerunner,VICTORY mönkijän rengas Winter,25x8-12,winter,8.00,NULL,12.00,43,F,4,77.49,96.37,NULL,map[EprelCode: IceClass: LabelImage: LabelType: NoiseClass: NoiseValuedB: Plant: RRC: RegisterCode: SnowClass: WetGrip:],https://images.vannetukku.fi/images/forerunner_victory_nastoilla.jpg,2026-04-26 01:25:41.650376+00,2026-04-26 01:39:06.174+00,true
155344,ATV26912VICTORY,6438431052024,Forerunner,VICTORY mönkijän rengas Winter,26x9-12,winter,9.00,NULL,12.00,49,F,7,85.78,106.73,NULL,map[EprelCode: IceClass: LabelImage: LabelType: NoiseClass: NoiseValuedB: Plant: RRC: RegisterCode: SnowClass: WetGrip:],https://images.vannetukku.fi/images/forerunner_victory_nastoilla.jpg,2026-04-26 01:25:41.650376+00,2026-04-26 01:39:06.174+00,true
167503,TATV26912VICTORY,6438431050631,Forerunner,VICTORY mönkijän rengas Winter,26x9-12,winter,9.00,NULL,12.00,49,F,4,85.78,106.73,NULL,map[EprelCode: IceClass: LabelImage: LabelType: NoiseClass: NoiseValuedB: Plant: RRC: RegisterCode: SnowClass: WetGrip:],https://images.vannetukku.fi/images/forerunner_victory_nastoilla.jpg,2026-04-26 01:25:42.054793+00,2026-04-26 01:39:06.174+00,true
155348,ATV27914VICTORY,NULL,Forerunner,VICTORY mönkijän rengas Winter,27x9-14,winter,9.00,NULL,14.00,49,F,20,89.61,111.51,NULL,map[EprelCode: IceClass: LabelImage: LabelType: NoiseClass: NoiseValuedB: Plant: RRC: RegisterCode: SnowClass: WetGrip:],https://images.vannetukku.fi/images/forerunner_victory_nastoilla.jpg,2026-04-26 01:25:41.650376+00,2026-04-26 01:39:06.174+00,true
155345,ATV261112VICTORY,6438431052000,Forerunner,VICTORY mönkijän rengas Winter,26x11-12,winter,11.00,NULL,12.00,55,F,20,94.70,117.89,NULL,map[EprelCode: IceClass: LabelImage: LabelType: NoiseClass: NoiseValuedB: Plant: RRC: RegisterCode: SnowClass: WetGrip:],https://images.vannetukku.fi/images/forerunner_victory_nastoilla.jpg,2026-04-26 01:25:41.650376+00,2026-04-26 01:39:06.174+00,true
155347,ATV261114VICTORY,6438431052017,Forerunner,VICTORY mönkijän rengas Winter,26x11-14,winter,11.00,NULL,14.00,54,F,4,92.79,115.50,NULL,map[EprelCode: IceClass: LabelImage: LabelType: NoiseClass: NoiseValuedB: Plant: RRC: RegisterCode: SnowClass: WetGrip:],https://images.vannetukku.fi/images/forerunner_victory_nastoilla.jpg,2026-04-26 01:25:41.650376+00,2026-04-26 01:39:06.174+00,true
155349,ATV271114VICTORY,6438431052048,Forerunner,VICTORY mönkijän rengas Winter,27x11-14,winter,11.00,NULL,14.00,55,F,19,102.35,127.45,NULL,map[EprelCode: IceClass: LabelImage: LabelType: NoiseClass: NoiseValuedB: Plant: RRC: RegisterCode: SnowClass: WetGrip:],https://images.vannetukku.fi/images/forerunner_victory_nastoilla.jpg,2026-04-26 01:25:41.650376+00,2026-04-26 01:39:06.174+00,true
82885,KA42565225GOODRCR931,8859305508665,Goodride,CR931 Kuorma-autoon,425/65-22.5,summer,425.00,65.00,22.50,165,K,19,342.56,411.12,436941,map[EprelCode:436941 IceClass: LabelImage:https://eprel.ec.europa.eu/labels/tyres/Label_436941.svg LabelType:C3 NoiseClass:B NoiseValuedB:73 Plant: RRC:C RegisterCode:https://eprel.ec.europa.eu/screen/product/tyres/436941 SnowClass:0 WetGrip:C],https://images.vannetukku.fi/images/Goodride CR931 kuorma_auton rengas.jpg,2026-04-26 01:25:41.181365+00,2026-04-26 01:39:06.174+00,true
50496,KA31560225GOODRCR966,8859305507194,Goodride,CR966 Kuorma-autoon,315/60-22.5,summer,315.00,60.00,22.50,152,M,20,216.90,259.72,437712,map[EprelCode:437712 IceClass: LabelImage:https://eprel.ec.europa.eu/labels/tyres/Label_437712.svg LabelType:C3 NoiseClass:B NoiseValuedB:72 Plant: RRC:D RegisterCode:https://eprel.ec.europa.eu/screen/product/tyres/437712 SnowClass:0 WetGrip:B],https://images.vannetukku.fi/images/Goodride CR966 kuorma_auton renkaat.jpg,2026-04-26 01:25:40.269124+00,2026-04-26 01:39:06.174+00,true
48074,KA27570225GOODRCR976A,8859305518237,Goodride,CR976A Kuorma-autoon M+S,275/70-22.5,summer,275.00,70.00,22.50,148,M,15,199.71,239.00,439816,map[EprelCode:439816 IceClass: LabelImage:https://eprel.ec.europa.eu/labels/tyres/Label_439816.svg LabelType:C3 NoiseClass:B NoiseValuedB:73 Plant: RRC:C RegisterCode:https://eprel.ec.europa.eu/screen/product/tyres/439816 SnowClass:0 WetGrip:C],https://images.vannetukku.fi/images/goodride_cr976a.jpg,2026-04-26 01:25:40.269124+00,2026-04-26 01:39:06.174+00,true
156968,K2056515GOODRIDESL369,6938112602802,Goodride,Endurance SL369 A/T,205/65-15,summer,205.00,65.00,15.00,94,H,20,60.85,75.66,452477,map[EprelCode:452477 IceClass: LabelImage:https://eprel.ec.europa.eu/labels/tyres/Label_452477.svg LabelType:C1 NoiseClass:B NoiseValuedB:71 Plant: RRC:D RegisterCode:https://eprel.ec.europa.eu/screen/product/tyres/452477 SnowClass: WetGrip:D],https://images.vannetukku.fi/images/Goodride_sl369.jpg,2026-04-26 01:25:41.650376+00,2026-04-26 01:39:06.174+00,true
44077,K2058016GOODRIDESL369,6927116196417,Goodride,Endurance SL369 A/T,205/80-16,summer,205.00,80.00,16.00,104,S,20,69.77,86.81,456633,map[EprelCode:456633 IceClass: LabelImage:https://eprel.ec.europa.eu/labels/tyres/Label_456633.svg LabelType: NoiseClass: NoiseValuedB: Plant: RRC: RegisterCode:https://eprel.ec.europa.eu/screen/product/tyres/456633 SnowClass: WetGrip:],https://images.vannetukku.fi/images/Goodride_sl369.jpg,2026-04-26 01:25:40.269124+00,2026-04-26 01:39:06.174+00,true
48608,K2158016GOODRIDESL369,6927116147266,Goodride,Endurance SL369 A/T,215/80-16,summer,215.00,80.00,16.00,107,S,20,74.87,93.19,457781,map[EprelCode:457781 IceClass: LabelImage:https://eprel.ec.europa.eu/labels/tyres/Label_457781.svg LabelType: NoiseClass: NoiseValuedB: Plant: RRC: RegisterCode:https://eprel.ec.europa.eu/screen/product/tyres/457781 SnowClass: WetGrip:],https://images.vannetukku.fi/images/Goodride_sl369.jpg,2026-04-26 01:25:40.269124+00,2026-04-26 01:39:06.174+00,true
122364,K2257015GOODRIDESL369,6938112602826,Goodride,Endurance SL369 A/T,225/70-15,summer,225.00,70.00,15.00,100,T,12,73.59,91.59,452658,map[EprelCode:452658 IceClass: LabelImage:https://eprel.ec.europa.eu/labels/tyres/Label_452658.svg LabelType:C1 NoiseClass:B NoiseValuedB:71 Plant: RRC:D RegisterCode:https://eprel.ec.europa.eu/screen/product/tyres/452658 SnowClass: WetGrip:D],https://images.vannetukku.fi/images/Goodride_sl369.jpg,2026-04-26 01:25:41.181365+00,2026-04-26 01:39:06.174+00,true
109058,K2257017GOODRIDESL369,6938112603021,Goodride,Endurance SL369 A/T,225/70-17,summer,225.00,70.00,17.00,108,S,20,81.24,101.16,457808,map[EprelCode:457808 IceClass: LabelImage:https://eprel.ec.europa.eu/labels/tyres/Label_457808.svg LabelType:C1 NoiseClass:B NoiseValuedB:72 Plant: RRC:D RegisterCode:https://eprel.ec.europa.eu/screen/product/tyres/457808 SnowClass: WetGrip:D],https://images.vannetukku.fi/images/Goodride_sl369.jpg,2026-04-26 01:25:41.181365+00,2026-04-26 01:39:06.174+00,true
139481,K2257516GOODRIDESL369S,6938112602932,Goodride,Endurance SL369 A/T,225/75-16,summer,225.00,75.00,16.00,108,S,16,98.46,122.67,457870,map[EprelCode:457870 IceClass: LabelImage:https://eprel.ec.europa.eu/labels/tyres/Label_457870.svg LabelType:C1 NoiseClass:B NoiseValuedB: Plant: RRC:D RegisterCode:https://eprel.ec.europa.eu/screen/product/tyres/457870 SnowClass: WetGrip:D],https://images.vannetukku.fi/images/Goodride_sl369.jpg,2026-04-26 01:25:41.650376+00,2026-04-26 01:39:06.174+00,true
64164,K2357515GOODRIDESL369,6938112602840,Goodride,Endurance SL369 A/T,235/75-15,summer,235.00,75.00,15.00,109,S,20,78.69,97.97,457890,map[EprelCode:457890 IceClass: LabelImage:https://eprel.ec.europa.eu/labels/tyres/Label_457890.svg LabelType:C1 NoiseClass:B NoiseValuedB:72 Plant: RRC:D RegisterCode:https://eprel.ec.europa.eu/screen/product/tyres/457890 SnowClass: WetGrip:D],https://images.vannetukku.fi/images/Goodride_sl369.jpg,2026-04-26 01:25:40.269124+00,2026-04-26 01:39:06.174+00,true
64175,K2357516GOODRIDESL369,6938112602949,Goodride,Endurance SL369 A/T,235/75-16,summer,235.00,75.00,16.00,112,S,20,82.52,102.75,457907,map[EprelCode:457907 IceClass: LabelImage:https://eprel.ec.europa.eu/labels/tyres/Label_457907.svg LabelType:C1 NoiseClass:B NoiseValuedB:72 Plant: RRC:D RegisterCode:https://eprel.ec.europa.eu/screen/product/tyres/457907 SnowClass: WetGrip:D],https://images.vannetukku.fi/images/Goodride_sl369.jpg,2026-04-26 01:25:40.269124+00,2026-04-26 01:39:06.174+00,true
69844,K2357517GOODRIDESL369,6938112603076,Goodride,Endurance SL369 A/T,235/75-17,summer,235.00,75.00,17.00,109,T,8,80.61,100.36,452837,map[EprelCode:452837 IceClass: LabelImage:https://eprel.ec.europa.eu/labels/tyres/Label_452837.svg LabelType:C1 NoiseClass:B NoiseValuedB:71 Plant: RRC:D RegisterCode:https://eprel.ec.europa.eu/screen/product/tyres/452837 SnowClass: WetGrip:D],https://images.vannetukku.fi/images/Goodride_sl369.jpg,2026-04-26 01:25:41.181365+00,2026-04-26 01:39:06.174+00,true
156970,K2457017GOODRIDESL369,6938112603038,Goodride,Endurance SL369 A/T,245/70-17,summer,245.00,70.00,17.00,110,T,12,108.65,135.42,453620,map[EprelCode:453620 IceClass: LabelImage:https://eprel.ec.europa.eu/labels/tyres/Label_453620.svg LabelType:C1 NoiseClass:B NoiseValuedB:71 Plant: RRC:D RegisterCode:https://eprel.ec.europa.eu/screen/product/tyres/453620 SnowClass: WetGrip:D],https://images.vannetukku.fi/images/Goodride_sl369.jpg,2026-04-26 01:25:41.650376+00,2026-04-26 01:39:06.174+00,true
64176,K2457516GOODRIDESL369,6938112602956,Goodride,Endurance SL369 A/T,245/75-16,summer,245.00,75.00,16.00,111,S,20,97.82,121.87,453624,map[EprelCode:453624 IceClass: LabelImage:https://eprel.ec.europa.eu/labels/tyres/Label_453624.svg LabelType:C1 NoiseClass:B NoiseValuedB:71 Plant: RRC:D RegisterCode:https://eprel.ec.europa.eu/screen/product/tyres/453624 SnowClass: WetGrip:D],https://images.vannetukku.fi/images/Goodride_sl369.jpg,2026-04-26 01:25:40.269124+00,2026-04-26 01:39:06.174+00,true
165488,K2457517GOODRIDESL369,6938112603083,Goodride,Endurance SL369 A/T,245/75-17,summer,245.00,75.00,17.00,112,T,14,107.38,133.82,NULL,map[EprelCode: IceClass: LabelImage: LabelType: NoiseClass: NoiseValuedB: Plant: RRC: RegisterCode: SnowClass: WetGrip:],https://images.vannetukku.fi/images/Goodride_sl369.jpg,2026-04-26 01:25:41.650376+00,2026-04-26 01:39:06.174+00,true
88226,K2655020GOODRIDESL369,6938112603144,Goodride,Endurance SL369 A/T,265/50-20,summer,265.00,50.00,20.00,111,T,20,115.03,143.39,457967,map[EprelCode:457967 IceClass: LabelImage:https://eprel.ec.europa.eu/labels/tyres/Label_457967.svg LabelType: NoiseClass: NoiseValuedB: Plant: RRC: RegisterCode:https://eprel.ec.europa.eu/screen/product/tyres/457967 SnowClass: WetGrip:],https://images.vannetukku.fi/images/Goodride_sl369.jpg,2026-04-26 01:25:41.181365+00,2026-04-26 01:39:06.174+00,true
69862,K2656018GOODRIDESL369,6938112603106,Goodride,Endurance SL369 A/T,265/60-18,summer,265.00,60.00,18.00,110,T,20,104.19,129.84,453650,map[EprelCode:453650 IceClass: LabelImage:https://eprel.ec.europa.eu/labels/tyres/Label_453650.svg LabelType:C1 NoiseClass:B NoiseValuedB:72 Plant: RRC:D RegisterCode:https://eprel.ec.europa.eu/screen/product/tyres/453650 SnowClass: WetGrip:D],https://images.vannetukku.fi/images/Goodride_sl369.jpg,2026-04-26 01:25:41.181365+00,2026-04-26 01:39:06.174+00,true
165487,K2657017GOODRIDESL369,6938112603052,Goodride,Endurance SL369 A/T,265/70-17,summer,265.00,70.00,17.00,115,T,8,102.92,128.25,NULL,map[EprelCode: IceClass: LabelImage: LabelType: NoiseClass: NoiseValuedB: Plant: RRC: RegisterCode: SnowClass: WetGrip:],https://images.vannetukku.fi/images/Goodride_sl369.jpg,2026-04-26 01:25:41.650376+00,2026-04-26 01:39:06.174+00,true
27966,T2256016GOODRIDE606,6927116111250,Goodride,FrostExtreme SW606,225/60-16,winter,225.00,60.00,16.00,98,T,20,65.31,81.24,NULL,map[EprelCode: IceClass: LabelImage: LabelType: NoiseClass: NoiseValuedB: Plant: RRC: RegisterCode: SnowClass: WetGrip:],https://images.vannetukku.fi/images/Goodride_FrostExtreme_SW606.jpg,2026-04-26 01:25:40.269124+00,2026-04-26 01:39:06.174+00,true
62404,T2257015CGOODRIDE606,6927116128500,Goodride,FrostExtreme SW606,225/70-15C,winter,225.00,70.00,15.00,112,R,20,70.41,87.61,NULL,map[EprelCode: IceClass: LabelImage: LabelType: NoiseClass: NoiseValuedB: Plant: RRC: RegisterCode: SnowClass: WetGrip:],https://images.vannetukku.fi/images/Goodride_FrostExtreme_SW606.jpg,2026-04-26 01:25:40.269124+00,2026-04-26 01:39:06.174+00,true
66350,T2456018GOODRIDE606,6927116132071,Goodride,FrostExtreme SW606,245/60-18,winter,245.00,60.00,18.00,105,T,4,90.81,113.11,NULL,map[EprelCode: IceClass: LabelImage: LabelType: NoiseClass: NoiseValuedB: Plant: RRC: RegisterCode: SnowClass: WetGrip:],https://images.vannetukku.fi/images/Goodride_FrostExtreme_SW606.jpg,2026-04-26 01:25:40.269124+00,2026-04-26 01:39:06.174+00,true
62342,T2457016GOODRIDE606,6927116128555,Goodride,FrostExtreme SW606,245/70-16,winter,245.00,70.00,16.00,107,T,5,74.23,92.39,NULL,map[EprelCode: IceClass: LabelImage: LabelType: NoiseClass: NoiseValuedB: Plant: RRC: RegisterCode: SnowClass: WetGrip:],https://images.vannetukku.fi/images/Goodride_FrostExtreme_SW606.jpg,2026-04-26 01:25:40.269124+00,2026-04-26 01:39:06.174+00,true
62373,T2457017GOODRIDE606,6927116111199,Goodride,FrostExtreme SW606,245/70-17,winter,245.00,70.00,17.00,110,T,7,86.98,108.33,NULL,map[EprelCode: IceClass: LabelImage: LabelType: NoiseClass: NoiseValuedB: Plant: RRC: RegisterCode: SnowClass: WetGrip:],https://images.vannetukku.fi/images/Goodride_FrostExtreme_SW606.jpg,2026-04-26 01:25:40.269124+00,2026-04-26 01:39:06.174+00,true
62343,T2657016GOODRIDE606,6927116128548,Goodride,FrostExtreme SW606,265/70-16,winter,265.00,70.00,16.00,112,T,20,92.08,114.70,NULL,map[EprelCode: IceClass: LabelImage: LabelType: NoiseClass: NoiseValuedB: Plant: RRC: RegisterCode: SnowClass: WetGrip:],https://images.vannetukku.fi/images/Goodride_FrostExtreme_SW606.jpg,2026-04-26 01:25:40.269124+00,2026-04-26 01:39:06.174+00,true
62374,T2657017GOODRIDE606,6927116111175,Goodride,FrostExtreme SW606,265/70-17,winter,265.00,70.00,17.00,115,T,11,94.63,117.89,NULL,map[EprelCode: IceClass: LabelImage: LabelType: NoiseClass: NoiseValuedB: Plant: RRC: RegisterCode: SnowClass: WetGrip:],https://images.vannetukku.fi/images/Goodride_FrostExtreme_SW606.jpg,2026-04-26 01:25:40.269124+00,2026-04-26 01:39:06.174+00,true
110663,KA26570195GOODRIDEGDR1,8859305516424,Goodride,GDR+1 Kuorma-autoon,265/70-19.5,summer,265.00,70.00,19.50,140,M,8,163.33,195.18,441774,map[EprelCode:441774 IceClass: LabelImage:https://eprel.ec.europa.eu/labels/tyres/Label_441774.svg LabelType:C3 NoiseClass:B NoiseValuedB:74 Plant: RRC:E RegisterCode:https://eprel.ec.europa.eu/screen/product/tyres/441774 SnowClass:1 WetGrip:C],https://images.vannetukku.fi/images/Goodride_GDR+1.jpg,2026-04-26 01:25:41.181365+00,2026-04-26 01:39:06.174+00,true
124555,KA24570175GOODRIDEGSR1,8859305523880,Goodride,GSR+1 Kuorma-autoon M+S,245/70-17.5,summer,245.00,70.00,17.50,136,M,11,130.27,155.34,913023,map[EprelCode:913023 IceClass: LabelImage:https://eprel.ec.europa.eu/labels/tyres/Label_913023.svg LabelType:C3 NoiseClass:B NoiseValuedB:72 Plant: RRC:E RegisterCode:https://eprel.ec.europa.eu/screen/product/tyres/913023 SnowClass:1 WetGrip:D],https://images.vannetukku.fi/images/GSR+1.jpg,2026-04-26 01:25:41.181365+00,2026-04-26 01:39:06.174+00,true
