size_key,width_mm,aspect_ratio,rim_diameter_in,approved_rim_width_in,rim_contour,series,source_page
265_45_R18,265,45,18,8.5,J,45,P.35
265_45_R18,265,45,18,9,J,45,P.35
265_45_R18,265,45,18,9.5,J,45,P.35
265_45_R18,265,45,18,10,J,45,P.35
265_45_R19,265,45,19,8.5,J,45,P.35
265_45_R19,265,45,19,9,J,45,P.35
265_45_R19,265,45,19,9.5,J,45,P.35
265_45_R19,265,45,19,10,J,45,P.35
265_45_R20,265,45,20,8.5,J,45,P.35
265_45_R20,265,45,20,9,J,45,P.35
265_45_R20,265,45,20,9.5,J,45,P.35
265_45_R20,265,45,20,10,J,45,P.35
265_45_R21,265,45,21,8.5,J,45,P.35
265_45_R21,265,45,21,9,J,45,P.35
265_45_R21,265,45,21,9.5,J,45,P.35
265_45_R21,265,45,21,10,J,45,P.35
265_45_R22,265,45,22,8.5,J,45,P.35
265_45_R22,265,45,22,9,J,45,P.35
265_45_R22,265,45,22,9.5,J,45,P.35
265_45_R22,265,45,22,10,J,45,P.35
265_45_R24,265,45,24,8.5,J,45,P.35
265_45_R24,265,45,24,9,J,45,P.35
265_45_R24,265,45,24,9.5,J,45,P.35
265_45_R24,265,45,24,10,J,45,P.35
275_45_R18,275,45,18,8.5,J,45,P.35
275_45_R18,275,45,18,9,J,45,P.35
275_45_R18,275,45,18,9.5,J,45,P.35
275_45_R18,275,45,18,10,J,45,P.35
275_45_R18,275,45,18,10.5,J,45,P.35
275_45_R19,275,45,19,8.5,J,45,P.35
275_45_R19,275,45,19,9,J,45,P.35
275_45_R19,275,45,19,9.5,J,45,P.35
275_45_R19,275,45,19,10,J,45,P.35
275_45_R19,275,45,19,10.5,J,45,P.35
275_45_R20,275,45,20,8.5,J,45,P.35
275_45_R20,275,45,20,9,J,45,P.35
275_45_R20,275,45,20,9.5,J,45,P.35
275_45_R20,275,45,20,10,J,45,P.35
275_45_R20,275,45,20,10.5,J,45,P.35
275_45_R21,275,45,21,8.5,J,45,P.35
275_45_R21,275,45,21,9,J,45,P.35
275_45_R21,275,45,21,9.5,J,45,P.35
275_45_R21,275,45,21,10,J,45,P.35
275_45_R21,275,45,21,10.5,J,45,P.35
275_45_R22,275,45,22,8.5,J,45,P.35
275_45_R22,275,45,22,9,J,45,P.35
275_45_R22,275,45,22,9.5,J,45,P.35
275_45_R22,275,45,22,10,J,45,P.35
275_45_R22,275,45,22,10.5,J,45,P.35
285_45_R19,285,45,19,9,J,45,P.35
285_45_R19,285,45,19,9.5,J,45,P.35
285_45_R19,285,45,19,10,J,45,P.35
285_45_R19,285,45,19,10.5,J,45,P.35
285_45_R20,285,45,20,9,J,45,P.35
285_45_R20,285,45,20,9.5,J,45,P.35
285_45_R20,285,45,20,10,J,45,P.35
285_45_R20,285,45,20,10.5,J,45,P.35
285_45_R21,285,45,21,9,J,45,P.35
285_45_R21,285,45,21,9.5,J,45,P.35
285_45_R21,285,45,21,10,J,45,P.35
285_45_R21,285,45,21,10.5,J,45,P.35
285_45_R22,285,45,22,9,J,45,P.35
285_45_R22,285,45,22,9.5,J,45,P.35
285_45_R22,285,45,22,10,J,45,P.35
285_45_R22,285,45,22,10.5,J,45,P.35
295_45_R18,295,45,18,9.5,J,45,P.35
295_45_R18,295,45,18,10,J,45,P.35
295_45_R18,295,45,18,10.5,J,45,P.35
295_45_R18,295,45,18,11,J,45,P.35
295_45_R19,295,45,19,9.5,J,45,P.35
295_45_R19,295,45,19,10,J,45,P.35
295_45_R19,295,45,19,10.5,J,45,P.35
295_45_R19,295,45,19,11,J,45,P.35
295_45_R20,295,45,20,9.5,J,45,P.35
295_45_R20,295,45,20,10,J,45,P.35
295_45_R20,295,45,20,10.5,J,45,P.35
295_45_R20,295,45,20,11,J,45,P.35
295_45_R21,295,45,21,9.5,J,45,P.35
295_45_R21,295,45,21,10,J,45,P.35
295_45_R21,295,45,21,10.5,J,45,P.35
295_45_R21,295,45,21,11,J,45,P.35
295_45_R22,295,45,22,9.5,J,45,P.35
295_45_R22,295,45,22,10,J,45,P.35
295_45_R22,295,45,22,10.5,J,45,P.35
295_45_R22,295,45,22,11,J,45,P.35
305_45_R20,305,45,20,9.5,J,45,P.35
305_45_R20,305,45,20,10,J,45,P.35
305_45_R20,305,45,20,10.5,J,45,P.35
305_45_R20,305,45,20,11,J,45,P.35
305_45_R20,305,45,20,11.5,J,45,P.35
305_45_R21,305,45,21,9.5,J,45,P.35
305_45_R21,305,45,21,10,J,45,P.35
305_45_R21,305,45,21,10.5,J,45,P.35
305_45_R21,305,45,21,11,J,45,P.35
305_45_R21,305,45,21,11.5,J,45,P.35
305_45_R22,305,45,22,9.5,J,45,P.35
305_45_R22,305,45,22,10,J,45,P.35
305_45_R22,305,45,22,10.5,J,45,P.35
305_45_R22,305,45,22,11,J,45,P.35
305_45_R22,305,45,22,11.5,J,45,P.35
305_45_R24,305,45,24,9.5,J,45,P.35
305_45_R24,305,45,24,10,J,45,P.35
305_45_R24,305,45,24,10.5,J,45,P.35
305_45_R24,305,45,24,11,J,45,P.35
305_45_R24,305,45,24,11.5,J,45,P.35
315_45_R21,315,45,21,10,J,45,P.35
315_45_R21,315,45,21,10.5,J,45,P.35
315_45_R21,315,45,21,11,J,45,P.35
315_45_R21,315,45,21,11.5,J,45,P.35
315_45_R21,315,45,21,12,J,45,P.35
325_45_R21,325,45,21,10,J,45,P.35
325_45_R21,325,45,21,10.5,J,45,P.35
325_45_R21,325,45,21,11,J,45,P.35
325_45_R21,325,45,21,11.5,J,45,P.35
325_45_R21,325,45,21,12,J,45,P.35
325_45_R24,325,45,24,10,J,45,P.35
325_45_R24,325,45,24,10.5,J,45,P.35
325_45_R24,325,45,24,11,J,45,P.35
325_45_R24,325,45,24,11.5,J,45,P.35
325_45_R24,325,45,24,12,J,45,P.35
145_50_R21,145,50,21,4.5,J,50,P.33
165_50_R15,165,50,15,4.5,J,50,P.33
165_50_R15,165,50,15,5,J,50,P.33
165_50_R15,165,50,15,5.5,J,50,P.33
165_50_R15,165,50,15,6,J,50,P.33
165_50_R16,165,50,16,4.5,J,50,P.33
165_50_R16,165,50,16,5,J,50,P.33
165_50_R16,165,50,16,5.5,J,50,P.33
165_50_R16,165,50,16,6,J,50,P.33
175_50_R14,175,50,14,5,J,50,P.33
175_50_R14,175,50,14,5.5,J,50,P.33
175_50_R14,175,50,14,6,J,50,P.33
175_50_R15,175,50,15,5,J,50,P.33
175_50_R15,175,50,15,5.5,J,50,P.33
175_50_R15,175,50,15,6,J,50,P.33
175_50_R16,175,50,16,5,J,50,P.33
175_50_R16,175,50,16,5.5,J,50,P.33
175_50_R16,175,50,16,6,J,50,P.33
175_50_R23,175,50,23,5,J,50,P.33
175_50_R23,175,50,23,5.5,J,50,P.33
175_50_R23,175,50,23,6,J,50,P.33
185_50_R14,185,50,14,5,J,50,P.33
185_50_R14,185,50,14,5.5,J,50,P.33
185_50_R14,185,50,14,6,J,50,P.33
185_50_R14,185,50,14,6.5,J,50,P.33
185_50_R16,185,50,16,5,J,50,P.33
185_50_R16,185,50,16,5.5,J,50,P.33
185_50_R16,185,50,16,6,J,50,P.33
185_50_R16,185,50,16,6.5,J,50,P.33
185_50_R17,185,50,17,5,J,50,P.33
185_50_R17,185,50,17,5.5,J,50,P.33
185_50_R17,185,50,17,6,J,50,P.33
185_50_R17,185,50,17,6.5,J,50,P.33
195_50_R15,195,50,15,5.5,J,50,P.33
195_50_R15,195,50,15,6,J,50,P.33
195_50_R15,195,50,15,6.5,J,50,P.33
195_50_R15,195,50,15,7,J,50,P.33
195_50_R16,195,50,16,5.5,J,50,P.33
195_50_R16,195,50,16,6,J,50,P.33
195_50_R16,195,50,16,6.5,J,50,P.33
195_50_R16,195,50,16,7,J,50,P.33
195_50_R17,195,50,17,5.5,J,50,P.33
195_50_R17,195,50,17,6,J,50,P.33
195_50_R17,195,50,17,6.5,J,50,P.33
195_50_R17,195,50,17,7,J,50,P.33
195_50_R18,195,50,18,5.5,J,50,P.33
195_50_R18,195,50,18,6,J,50,P.33
195_50_R18,195,50,18,6.5,J,50,P.33
195_50_R18,195,50,18,7,J,50,P.33
195_50_R19,195,50,19,5.5,J,50,P.33
195_50_R19,195,50,19,6,J,50,P.33
195_50_R19,195,50,19,6.5,J,50,P.33
195_50_R19,195,50,19,7,J,50,P.33
195_50_R20,195,50,20,5.5,J,50,P.33
195_50_R20,195,50,20,6,J,50,P.33
195_50_R20,195,50,20,6.5,J,50,P.33
195_50_R20,195,50,20,7,J,50,P.33
205_50_R15,205,50,15,5.5,J,50,P.33
205_50_R15,205,50,15,6,J,50,P.33
205_50_R15,205,50,15,6.5,J,50,P.33
205_50_R15,205,50,15,7,J,50,P.33
205_50_R15,205,50,15,7.5,J,50,P.33
205_50_R16,205,50,16,5.5,J,50,P.33
205_50_R16,205,50,16,6,J,50,P.33
205_50_R16,205,50,16,6.5,J,50,P.33
205_50_R16,205,50,16,7,J,50,P.33
205_50_R16,205,50,16,7.5,J,50,P.33
205_50_R17,205,50,17,5.5,J,50,P.33
205_50_R17,205,50,17,6,J,50,P.33
205_50_R17,205,50,17,6.5,J,50,P.33
205_50_R17,205,50,17,7,J,50,P.33
205_50_R17,205,50,17,7.5,J,50,P.33
205_50_R18,205,50,18,5.5,J,50,P.33
205_50_R18,205,50,18,6,J,50,P.33
205_50_R18,205,50,18,6.5,J,50,P.33
205_50_R18,205,50,18,7,J,50,P.33
205_50_R18,205,50,18,7.5,J,50,P.33
205_50_R19,205,50,19,5.5,J,50,P.33
205_50_R19,205,50,19,6,J,50,P.33
205_50_R19,205,50,19,6.5,J,50,P.33
205_50_R19,205,50,19,7,J,50,P.33
205_50_R19,205,50,19,7.5,J,50,P.33
215_50_R15,215,50,15,6,J,50,P.33
215_50_R15,215,50,15,6.5,J,50,P.33
215_50_R15,215,50,15,7,J,50,P.33
215_50_R15,215,50,15,7.5,J,50,P.33
215_50_R16,215,50,16,6,J,50,P.33
215_50_R16,215,50,16,6.5,J,50,P.33
215_50_R16,215,50,16,7,J,50,P.33
215_50_R16,215,50,16,7.5,J,50,P.33
215_50_R17,215,50,17,6,J,50,P.33
215_50_R17,215,50,17,6.5,J,50,P.33
215_50_R17,215,50,17,7,J,50,P.33
215_50_R17,215,50,17,7.5,J,50,P.33
215_50_R18,215,50,18,6,J,50,P.33
215_50_R18,215,50,18,6.5,J,50,P.33
215_50_R18,215,50,18,7,J,50,P.33
215_50_R18,215,50,18,7.5,J,50,P.33
215_50_R19,215,50,19,6,J,50,P.33
215_50_R19,215,50,19,6.5,J,50,P.33
215_50_R19,215,50,19,7,J,50,P.33
215_50_R19,215,50,19,7.5,J,50,P.33
225_50_R15,225,50,15,6,J,50,P.33
225_50_R15,225,50,15,6.5,J,50,P.33
225_50_R15,225,50,15,7,J,50,P.33
225_50_R15,225,50,15,7.5,J,50,P.33
225_50_R15,225,50,15,8,J,50,P.33
225_50_R16,225,50,16,6,J,50,P.33
225_50_R16,225,50,16,6.5,J,50,P.33
225_50_R16,225,50,16,7,J,50,P.33
225_50_R16,225,50,16,7.5,J,50,P.33
225_50_R16,225,50,16,8,J,50,P.33
225_50_R17,225,50,17,6,J,50,P.33
225_50_R17,225,50,17,6.5,J,50,P.33
225_50_R17,225,50,17,7,J,50,P.33
225_50_R17,225,50,17,7.5,J,50,P.33
225_50_R17,225,50,17,8,J,50,P.33
225_50_R18,225,50,18,6,J,50,P.33
225_50_R18,225,50,18,6.5,J,50,P.33
225_50_R18,225,50,18,7,J,50,P.33
225_50_R18,225,50,18,7.5,J,50,P.33
225_50_R18,225,50,18,8,J,50,P.33
225_50_R19,225,50,19,6,J,50,P.33
225_50_R19,225,50,19,6.5,J,50,P.33
225_50_R19,225,50,19,7,J,50,P.33
225_50_R19,225,50,19,7.5,J,50,P.33
225_50_R19,225,50,19,8,J,50,P.33
235_50_R15,235,50,15,6.5,J,50,P.33
235_50_R15,235,50,15,7,J,50,P.33
235_50_R15,235,50,15,7.5,J,50,P.33
235_50_R15,235,50,15,8,J,50,P.33
235_50_R15,235,50,15,8.5,J,50,P.33
235_50_R16,235,50,16,6.5,J,50,P.33
235_50_R16,235,50,16,7,J,50,P.33
235_50_R16,235,50,16,7.5,J,50,P.33
235_50_R16,235,50,16,8,J,50,P.33
235_50_R16,235,50,16,8.5,J,50,P.33
235_50_R17,235,50,17,6.5,J,50,P.33
235_50_R17,235,50,17,7,J,50,P.33
235_50_R17,235,50,17,7.5,J,50,P.33
235_50_R17,235,50,17,8,J,50,P.33
235_50_R17,235,50,17,8.5,J,50,P.33
235_50_R18,235,50,18,6.5,J,50,P.33
235_50_R18,235,50,18,7,J,50,P.33
235_50_R18,235,50,18,7.5,J,50,P.33
235_50_R18,235,50,18,8,J,50,P.33
235_50_R18,235,50,18,8.5,J,50,P.33
235_50_R19,235,50,19,6.5,J,50,P.33
235_50_R19,235,50,19,7,J,50,P.33
235_50_R19,235,50,19,7.5,J,50,P.33
235_50_R19,235,50,19,8,J,50,P.33
235_50_R19,235,50,19,8.5,J,50,P.33
235_50_R20,235,50,20,6.5,J,50,P.33
235_50_R20,235,50,20,7,J,50,P.33
235_50_R20,235,50,20,7.5,J,50,P.33
235_50_R20,235,50,20,8,J,50,P.33
235_50_R20,235,50,20,8.5,J,50,P.33
235_50_R21,235,50,21,6.5,J,50,P.33
235_50_R21,235,50,21,7,J,50,P.33
235_50_R21,235,50,21,7.5,J,50,P.33
235_50_R21,235,50,21,8,J,50,P.33
235_50_R21,235,50,21,8.5,J,50,P.33
235_50_R24,235,50,24,6.5,J,50,P.33
235_50_R24,235,50,24,7,J,50,P.33
235_50_R24,235,50,24,7.5,J,50,P.33
235_50_R24,235,50,24,8,J,50,P.33
235_50_R24,235,50,24,8.5,J,50,P.33
245_50_R16,245,50,16,7,J,50,P.33
245_50_R16,245,50,16,7.5,J,50,P.33
245_50_R16,245,50,16,8,J,50,P.33
245_50_R16,245,50,16,8.5,J,50,P.33
245_50_R17,245,50,17,7,J,50,P.33
245_50_R17,245,50,17,7.5,J,50,P.33
245_50_R17,245,50,17,8,J,50,P.33
245_50_R17,245,50,17,8.5,J,50,P.33
245_50_R18,245,50,18,7,J,50,P.33
245_50_R18,245,50,18,7.5,J,50,P.33
245_50_R18,245,50,18,8,J,50,P.33
245_50_R18,245,50,18,8.5,J,50,P.33
245_50_R19,245,50,19,7,J,50,P.33
245_50_R19,245,50,19,7.5,J,50,P.33
245_50_R19,245,50,19,8,J,50,P.33
245_50_R19,245,50,19,8.5,J,50,P.33
245_50_R20,245,50,20,7,J,50,P.33
245_50_R20,245,50,20,7.5,J,50,P.33
245_50_R20,245,50,20,8,J,50,P.33
245_50_R20,245,50,20,8.5,J,50,P.33
245_50_R22,245,50,22,7,J,50,P.33
245_50_R22,245,50,22,7.5,J,50,P.33
245_50_R22,245,50,22,8,J,50,P.33
245_50_R22,245,50,22,8.5,J,50,P.33
255_50_R17,255,50,17,7,J,50,P.33
255_50_R17,255,50,17,7.5,J,50,P.33
255_50_R17,255,50,17,8,J,50,P.33
255_50_R17,255,50,17,8.5,J,50,P.33
255_50_R17,255,50,17,9,J,50,P.33
255_50_R18,255,50,18,7,J,50,P.33
255_50_R18,255,50,18,7.5,J,50,P.33
255_50_R18,255,50,18,8,J,50,P.33
255_50_R18,255,50,18,8.5,J,50,P.33
255_50_R18,255,50,18,9,J,50,P.33
255_50_R19,255,50,19,7,J,50,P.33
255_50_R19,255,50,19,7.5,J,50,P.33
255_50_R19,255,50,19,8,J,50,P.33
255_50_R19,255,50,19,8.5,J,50,P.33
255_50_R19,255,50,19,9,J,50,P.33
255_50_R20,255,50,20,7,J,50,P.33
255_50_R20,255,50,20,7.5,J,50,P.33
255_50_R20,255,50,20,8,J,50,P.33
255_50_R20,255,50,20,8.5,J,50,P.33
255_50_R20,255,50,20,9,J,50,P.33
255_50_R21,255,50,21,7,J,50,P.33
255_50_R21,255,50,21,7.5,J,50,P.33
255_50_R21,255,50,21,8,J,50,P.33
255_50_R21,255,50,21,8.5,J,50,P.33
255_50_R21,255,50,21,9,J,50,P.33
265_50_R16,265,50,16,7.5,J,50,P.33
265_50_R16,265,50,16,8,J,50,P.33
265_50_R16,265,50,16,8.5,J,50,P.33
265_50_R16,265,50,16,9,J,50,P.33
265_50_R16,265,50,16,9.5,J,50,P.33
265_50_R19,265,50,19,7.5,J,50,P.33
265_50_R19,265,50,19,8,J,50,P.33
265_50_R19,265,50,19,8.5,J,50,P.33
265_50_R19,265,50,19,9,J,50,P.33
265_50_R19,265,50,19,9.5,J,50,P.33
265_50_R20,265,50,20,7.5,J,50,P.33
265_50_R20,265,50,20,8,J,50,P.33
265_50_R20,265,50,20,8.5,J,50,P.33
265_50_R20,265,50,20,9,J,50,P.33
265_50_R20,265,50,20,9.5,J,50,P.33
265_50_R21,265,50,21,7.5,J,50,P.33
265_50_R21,265,50,21,8,J,50,P.33
265_50_R21,265,50,21,8.5,J,50,P.33
265_50_R21,265,50,21,9,J,50,P.33
265_50_R21,265,50,21,9.5,J,50,P.33
265_50_R22,265,50,22,7.5,J,50,P.33
265_50_R22,265,50,22,8,J,50,P.33
265_50_R22,265,50,22,8.5,J,50,P.33
265_50_R22,265,50,22,9,J,50,P.33
265_50_R22,265,50,22,9.5,J,50,P.33
275_50_R17,275,50,17,7.5,J,50,P.33
275_50_R17,275,50,17,8,J,50,P.33
275_50_R17,275,50,17,8.5,J,50,P.33
275_50_R17,275,50,17,9,J,50,P.33
275_50_R17,275,50,17,9.5,J,50,P.33
275_50_R18,275,50,18,7.5,J,50,P.33
275_50_R18,275,50,18,8,J,50,P.33
275_50_R18,275,50,18,8.5,J,50,P.33
275_50_R18,275,50,18,9,J,50,P.33
275_50_R18,275,50,18,9.5,J,50,P.33
275_50_R19,275,50,19,7.5,J,50,P.33
275_50_R19,275,50,19,8,J,50,P.33
275_50_R19,275,50,19,8.5,J,50,P.33
275_50_R19,275,50,19,9,J,50,P.33
275_50_R19,275,50,19,9.5,J,50,P.33
275_50_R20,275,50,20,7.5,J,50,P.33
275_50_R20,275,50,20,8,J,50,P.33
275_50_R20,275,50,20,8.5,J,50,P.33
275_50_R20,275,50,20,9,J,50,P.33
275_50_R20,275,50,20,9.5,J,50,P.33
275_50_R21,275,50,21,7.5,J,50,P.33
275_50_R21,275,50,21,8,J,50,P.33
275_50_R21,275,50,21,8.5,J,50,P.33
275_50_R21,275,50,21,9,J,50,P.33
275_50_R21,275,50,21,9.5,J,50,P.33
275_50_R22,275,50,22,7.5,J,50,P.33
275_50_R22,275,50,22,8,J,50,P.33
275_50_R22,275,50,22,8.5,J,50,P.33
275_50_R22,275,50,22,9,J,50,P.33
275_50_R22,275,50,22,9.5,J,50,P.33
285_50_R15,285,50,15,8,J,50,P.33
285_50_R15,285,50,15,8.5,J,50,P.33
285_50_R15,285,50,15,9,J,50,P.33
285_50_R15,285,50,15,9.5,J,50,P.33
285_50_R15,285,50,15,10,J,50,P.33
285_50_R18,285,50,18,8,J,50,P.33
285_50_R18,285,50,18,8.5,J,50,P.33
285_50_R18,285,50,18,9,J,50,P.33
285_50_R18,285,50,18,9.5,J,50,P.33
285_50_R18,285,50,18,10,J,50,P.33
285_50_R20,285,50,20,8,J,50,P.33
285_50_R20,285,50,20,8.5,J,50,P.33
285_50_R20,285,50,20,9,J,50,P.33
285_50_R20,285,50,20,9.5,J,50,P.33
285_50_R20,285,50,20,10,J,50,P.33
285_50_R21,285,50,21,8,J,50,P.33
285_50_R21,285,50,21,8.5,J,50,P.33
285_50_R21,285,50,21,9,J,50,P.33
285_50_R21,285,50,21,9.5,J,50,P.33
285_50_R21,285,50,21,10,J,50,P.33
295_50_R15,295,50,15,8,J,50,P.33
295_50_R15,295,50,15,8.5,J,50,P.33
295_50_R15,295,50,15,9,J,50,P.33
295_50_R15,295,50,15,9.5,J,50,P.33
295_50_R15,295,50,15,10,J,50,P.33
295_50_R15,295,50,15,10.5,J,50,P.33
295_50_R16,295,50,16,8,J,50,P.33
295_50_R16,295,50,16,8.5,J,50,P.33
295_50_R16,295,50,16,9,J,50,P.33
295_50_R16,295,50,16,9.5,J,50,P.33
295_50_R16,295,50,16,10,J,50,P.33
295_50_R16,295,50,16,10.5,J,50,P.33
295_50_R20,295,50,20,8,J,50,P.33
295_50_R20,295,50,20,8.5,J,50,P.33
295_50_R20,295,50,20,9,J,50,P.33
295_50_R20,295,50,20,9.5,J,50,P.33
295_50_R20,295,50,20,10,J,50,P.33
295_50_R20,295,50,20,10.5,J,50,P.33
305_50_R20,305,50,20,8.5,J,50,P.33
305_50_R20,305,50,20,9,J,50,P.33
305_50_R20,305,50,20,9.5,J,50,P.33
305_50_R20,305,50,20,10,J,50,P.33
305_50_R20,305,50,20,10.5,J,50,P.33
305_50_R20,305,50,20,11,J,50,P.33
325_50_R22,325,50,22,9,J,50,P.33
325_50_R22,325,50,22,9.5,J,50,P.33
325_50_R22,325,50,22,10,J,50,P.33
325_50_R22,325,50,22,10.5,J,50,P.33
325_50_R22,325,50,22,11,J,50,P.33
325_50_R22,325,50,22,11.5,J,50,P.33
155_55_R14,155,55,14,4.5,J,55,P.31
155_55_R14,155,55,14,5,J,55,P.31
155_55_R14,155,55,14,5.5,J,55,P.31
165_55_R14,165,55,14,4.5,J,55,P.31
165_55_R14,165,55,14,5,J,55,P.31
165_55_R14,165,55,14,5.5,J,55,P.31
165_55_R14,165,55,14,6,J,55,P.31
165_55_R15,165,55,15,4.5,J,55,P.31
165_55_R15,165,55,15,5,J,55,P.31
165_55_R15,165,55,15,5.5,J,55,P.31
165_55_R15,165,55,15,6,J,55,P.31
175_55_R15,175,55,15,5,J,55,P.31
175_55_R15,175,55,15,5.5,J,55,P.31
175_55_R15,175,55,15,6,J,55,P.31
175_55_R16,175,55,16,5,J,55,P.31
175_55_R16,175,55,16,5.5,J,55,P.31
175_55_R16,175,55,16,6,J,55,P.31
175_55_R17,175,55,17,5,J,55,P.31
175_55_R17,175,55,17,5.5,J,55,P.31
175_55_R17,175,55,17,6,J,55,P.31
175_55_R20,175,55,20,5,J,55,P.31
175_55_R20,175,55,20,5.5,J,55,P.31
175_55_R20,175,55,20,6,J,55,P.31
185_55_R14,185,55,14,5,J,55,P.31
185_55_R14,185,55,14,5.5,J,55,P.31
185_55_R14,185,55,14,6,J,55,P.31
185_55_R14,185,55,14,6.5,J,55,P.31
185_55_R15,185,55,15,5,J,55,P.31
185_55_R15,185,55,15,5.5,J,55,P.31
185_55_R15,185,55,15,6,J,55,P.31
185_55_R15,185,55,15,6.5,J,55,P.31
185_55_R16,185,55,16,5,J,55,P.31
185_55_R16,185,55,16,5.5,J,55,P.31
185_55_R16,185,55,16,6,J,55,P.31
185_55_R16,185,55,16,6.5,J,55,P.31
195_55_R15,195,55,15,5.5,J,55,P.31
195_55_R15,195,55,15,6,J,55,P.31
195_55_R15,195,55,15,6.5,J,55,P.31
195_55_R15,195,55,15,7,J,55,P.31
195_55_R16,195,55,16,5.5,J,55,P.31
195_55_R16,195,55,16,6,J,55,P.31
195_55_R16,195,55,16,6.5,J,55,P.31
195_55_R16,195,55,16,7,J,55,P.31
195_55_R17,195,55,17,5.5,J,55,P.31
195_55_R17,195,55,17,6,J,55,P.31
195_55_R17,195,55,17,6.5,J,55,P.31
195_55_R17,195,55,17,7,J,55,P.31
195_55_R18,195,55,18,5.5,J,55,P.31
195_55_R18,195,55,18,6,J,55,P.31
195_55_R18,195,55,18,6.5,J,55,P.31
195_55_R18,195,55,18,7,J,55,P.31
195_55_R19,195,55,19,5.5,J,55,P.31
195_55_R19,195,55,19,6,J,55,P.31
195_55_R19,195,55,19,6.5,J,55,P.31
195_55_R19,195,55,19,7,J,55,P.31
195_55_R20,195,55,20,5.5,J,55,P.31
195_55_R20,195,55,20,6,J,55,P.31
195_55_R20,195,55,20,6.5,J,55,P.31
195_55_R20,195,55,20,7,J,55,P.31
195_55_R21,195,55,21,5.5,J,55,P.31
195_55_R21,195,55,21,6,J,55,P.31
195_55_R21,195,55,21,6.5,J,55,P.31
195_55_R21,195,55,21,7,J,55,P.31
205_55_R15,205,55,15,5.5,J,55,P.31
205_55_R15,205,55,15,6,J,55,P.31
205_55_R15,205,55,15,6.5,J,55,P.31
205_55_R15,205,55,15,7,J,55,P.31
205_55_R15,205,55,15,7.5,J,55,P.31
205_55_R16,205,55,16,5.5,J,55,P.31
205_55_R16,205,55,16,6,J,55,P.31
205_55_R16,205,55,16,6.5,J,55,P.31
205_55_R16,205,55,16,7,J,55,P.31
205_55_R16,205,55,16,7.5,J,55,P.31
205_55_R17,205,55,17,5.5,J,55,P.31
205_55_R17,205,55,17,6,J,55,P.31
205_55_R17,205,55,17,6.5,J,55,P.31
205_55_R17,205,55,17,7,J,55,P.31
205_55_R17,205,55,17,7.5,J,55,P.31
205_55_R18,205,55,18,5.5,J,55,P.31
205_55_R18,205,55,18,6,J,55,P.31
205_55_R18,205,55,18,6.5,J,55,P.31
205_55_R18,205,55,18,7,J,55,P.31
205_55_R18,205,55,18,7.5,J,55,P.31
205_55_R19,205,55,19,5.5,J,55,P.31
205_55_R19,205,55,19,6,J,55,P.31
205_55_R19,205,55,19,6.5,J,55,P.31
205_55_R19,205,55,19,7,J,55,P.31
205_55_R19,205,55,19,7.5,J,55,P.31
215_55_R16,215,55,16,6,J,55,P.31
215_55_R16,215,55,16,6.5,J,55,P.31
215_55_R16,215,55,16,7,J,55,P.31
215_55_R16,215,55,16,7.5,J,55,P.31
215_55_R17,215,55,17,6,J,55,P.31
215_55_R17,215,55,17,6.5,J,55,P.31
215_55_R17,215,55,17,7,J,55,P.31
215_55_R17,215,55,17,7.5,J,55,P.31
215_55_R18,215,55,18,6,J,55,P.31
215_55_R18,215,55,18,6.5,J,55,P.31
215_55_R18,215,55,18,7,J,55,P.31
215_55_R18,215,55,18,7.5,J,55,P.31
215_55_R19,215,55,19,6,J,55,P.31
215_55_R19,215,55,19,6.5,J,55,P.31
215_55_R19,215,55,19,7,J,55,P.31
215_55_R19,215,55,19,7.5,J,55,P.31
225_55_R16,225,55,16,6,J,55,P.31
225_55_R16,225,55,16,6.5,J,55,P.31
225_55_R16,225,55,16,7,J,55,P.31
225_55_R16,225,55,16,7.5,J,55,P.31
225_55_R16,225,55,16,8,J,55,P.31
225_55_R17,225,55,17,6,J,55,P.31
225_55_R17,225,55,17,6.5,J,55,P.31
225_55_R17,225,55,17,7,J,55,P.31
225_55_R17,225,55,17,7.5,J,55,P.31
225_55_R17,225,55,17,8,J,55,P.31
225_55_R18,225,55,18,6,J,55,P.31
225_55_R18,225,55,18,6.5,J,55,P.31
225_55_R18,225,55,18,7,J,55,P.31
225_55_R18,225,55,18,7.5,J,55,P.31
225_55_R18,225,55,18,8,J,55,P.31
225_55_R19,225,55,19,6,J,55,P.31
225_55_R19,225,55,19,6.5,J,55,P.31
225_55_R19,225,55,19,7,J,55,P.31
225_55_R19,225,55,19,7.5,J,55,P.31
225_55_R19,225,55,19,8,J,55,P.31
225_55_R20,225,55,20,6,J,55,P.31
225_55_R20,225,55,20,6.5,J,55,P.31
225_55_R20,225,55,20,7,J,55,P.31
225_55_R20,225,55,20,7.5,J,55,P.31
225_55_R20,225,55,20,8,J,55,P.31
235_55_R16,235,55,16,6.5,J,55,P.31
235_55_R16,235,55,16,7,J,55,P.31
235_55_R16,235,55,16,7.5,J,55,P.31
235_55_R16,235,55,16,8,J,55,P.31
235_55_R16,235,55,16,8.5,J,55,P.31
235_55_R17,235,55,17,6.5,J,55,P.31
235_55_R17,235,55,17,7,J,55,P.31
235_55_R17,235,55,17,7.5,J,55,P.31
235_55_R17,235,55,17,8,J,55,P.31
235_55_R17,235,55,17,8.5,J,55,P.31
