size_key,width_mm,aspect_ratio,rim_diameter_in,approved_rim_width_in,rim_contour,series,source_page
305_35_R24,305,35,24,12,J,35,P.39
315_35_R17,315,35,17,10.5,J,35,P.39
315_35_R17,315,35,17,11,J,35,P.39
315_35_R17,315,35,17,11.5,J,35,P.39
315_35_R17,315,35,17,12,J,35,P.39
315_35_R17,315,35,17,12.5,J,35,P.39
315_35_R18,315,35,18,10.5,J,35,P.39
315_35_R18,315,35,18,11,J,35,P.39
315_35_R18,315,35,18,11.5,J,35,P.39
315_35_R18,315,35,18,12,J,35,P.39
315_35_R18,315,35,18,12.5,J,35,P.39
315_35_R20,315,35,20,10.5,J,35,P.39
315_35_R20,315,35,20,11,J,35,P.39
315_35_R20,315,35,20,11.5,J,35,P.39
315_35_R20,315,35,20,12,J,35,P.39
315_35_R20,315,35,20,12.5,J,35,P.39
315_35_R21,315,35,21,10.5,J,35,P.39
315_35_R21,315,35,21,11,J,35,P.39
315_35_R21,315,35,21,11.5,J,35,P.39
315_35_R21,315,35,21,12,J,35,P.39
315_35_R21,315,35,21,12.5,J,35,P.39
315_35_R22,315,35,22,10.5,J,35,P.39
315_35_R22,315,35,22,11,J,35,P.39
315_35_R22,315,35,22,11.5,J,35,P.39
315_35_R22,315,35,22,12,J,35,P.39
315_35_R22,315,35,22,12.5,J,35,P.39
315_35_R24,315,35,24,10.5,J,35,P.39
315_35_R24,315,35,24,11,J,35,P.39
315_35_R24,315,35,24,11.5,J,35,P.39
315_35_R24,315,35,24,12,J,35,P.39
315_35_R24,315,35,24,12.5,J,35,P.39
325_35_R19,325,35,19,11,J,35,P.39
325_35_R19,325,35,19,11.5,J,35,P.39
325_35_R19,325,35,19,12,J,35,P.39
325_35_R19,325,35,19,12.5,J,35,P.39
325_35_R19,325,35,19,13,J,35,P.39
325_35_R20,325,35,20,11,J,35,P.39
325_35_R20,325,35,20,11.5,J,35,P.39
325_35_R20,325,35,20,12,J,35,P.39
325_35_R20,325,35,20,12.5,J,35,P.39
325_35_R20,325,35,20,13,J,35,P.39
325_35_R22,325,35,22,11,J,35,P.39
325_35_R22,325,35,22,11.5,J,35,P.39
325_35_R22,325,35,22,12,J,35,P.39
325_35_R22,325,35,22,12.5,J,35,P.39
325_35_R22,325,35,22,13,J,35,P.39
325_35_R23,325,35,23,11,J,35,P.39
325_35_R23,325,35,23,11.5,J,35,P.39
325_35_R23,325,35,23,12,J,35,P.39
325_35_R23,325,35,23,12.5,J,35,P.39
325_35_R23,325,35,23,13,J,35,P.39
325_35_R28,325,35,28,11,J,35,P.39
325_35_R28,325,35,28,11.5,J,35,P.39
325_35_R28,325,35,28,12,J,35,P.39
325_35_R28,325,35,28,12.5,J,35,P.39
325_35_R28,325,35,28,13,J,35,P.39
335_35_R17,335,35,17,11,J,35,P.39
335_35_R17,335,35,17,11.5,J,35,P.39
335_35_R17,335,35,17,12,J,35,P.39
335_35_R17,335,35,17,12.5,J,35,P.39
335_35_R17,335,35,17,13,J,35,P.39
335_35_R20,335,35,20,11,J,35,P.39
335_35_R20,335,35,20,11.5,J,35,P.39
335_35_R20,335,35,20,12,J,35,P.39
335_35_R20,335,35,20,12.5,J,35,P.39
335_35_R20,335,35,20,13,J,35,P.39
345_35_R18,345,35,18,11.5,J,35,P.39
345_35_R18,345,35,18,12,J,35,P.39
345_35_R18,345,35,18,12.5,J,35,P.39
345_35_R18,345,35,18,13,J,35,P.39
345_35_R18,345,35,18,13.5,J,35,P.39
345_35_R19,345,35,19,11.5,J,35,P.39
345_35_R19,345,35,19,12,J,35,P.39
345_35_R19,345,35,19,12.5,J,35,P.39
345_35_R19,345,35,19,13,J,35,P.39
345_35_R19,345,35,19,13.5,J,35,P.39
165_40_R16,165,40,16,6,J,40,P.37
165_40_R17,165,40,17,6,J,40,P.37
185_40_R16,185,40,16,6,J,40,P.37
185_40_R16,185,40,16,6.5,J,40,P.37
185_40_R16,185,40,16,7,J,40,P.37
185_40_R16,185,40,16,7.5,J,40,P.37
195_40_R14,195,40,14,6.5,J,40,P.37
195_40_R14,195,40,14,7,J,40,P.37
195_40_R14,195,40,14,7.5,J,40,P.37
195_40_R16,195,40,16,6.5,J,40,P.37
195_40_R16,195,40,16,7,J,40,P.37
195_40_R16,195,40,16,7.5,J,40,P.37
195_40_R17,195,40,17,6.5,J,40,P.37
195_40_R17,195,40,17,7,J,40,P.37
195_40_R17,195,40,17,7.5,J,40,P.37
205_40_R16,205,40,16,7,J,40,P.37
205_40_R16,205,40,16,7.5,J,40,P.37
205_40_R16,205,40,16,8,J,40,P.37
205_40_R17,205,40,17,7,J,40,P.37
205_40_R17,205,40,17,7.5,J,40,P.37
205_40_R17,205,40,17,8,J,40,P.37
205_40_R18,205,40,18,7,J,40,P.37
205_40_R18,205,40,18,7.5,J,40,P.37
205_40_R18,205,40,18,8,J,40,P.37
215_40_R14,215,40,14,7,J,40,P.37
215_40_R14,215,40,14,7.5,J,40,P.37
215_40_R14,215,40,14,8,J,40,P.37
215_40_R14,215,40,14,8.5,J,40,P.37
215_40_R15,215,40,15,7,J,40,P.37
215_40_R15,215,40,15,7.5,J,40,P.37
215_40_R15,215,40,15,8,J,40,P.37
215_40_R15,215,40,15,8.5,J,40,P.37
215_40_R16,215,40,16,7,J,40,P.37
215_40_R16,215,40,16,7.5,J,40,P.37
215_40_R16,215,40,16,8,J,40,P.37
215_40_R16,215,40,16,8.5,J,40,P.37
215_40_R17,215,40,17,7,J,40,P.37
215_40_R17,215,40,17,7.5,J,40,P.37
215_40_R17,215,40,17,8,J,40,P.37
215_40_R17,215,40,17,8.5,J,40,P.37
215_40_R18,215,40,18,7,J,40,P.37
215_40_R18,215,40,18,7.5,J,40,P.37
215_40_R18,215,40,18,8,J,40,P.37
215_40_R18,215,40,18,8.5,J,40,P.37
215_40_R19,215,40,19,7,J,40,P.37
215_40_R19,215,40,19,7.5,J,40,P.37
215_40_R19,215,40,19,8,J,40,P.37
215_40_R19,215,40,19,8.5,J,40,P.37
225_40_R14,225,40,14,7.5,J,40,P.37
225_40_R14,225,40,14,8,J,40,P.37
225_40_R14,225,40,14,8.5,J,40,P.37
225_40_R14,225,40,14,9,J,40,P.37
225_40_R16,225,40,16,7.5,J,40,P.37
225_40_R16,225,40,16,8,J,40,P.37
225_40_R16,225,40,16,8.5,J,40,P.37
225_40_R16,225,40,16,9,J,40,P.37
225_40_R17,225,40,17,7.5,J,40,P.37
225_40_R17,225,40,17,8,J,40,P.37
225_40_R17,225,40,17,8.5,J,40,P.37
225_40_R17,225,40,17,9,J,40,P.37
225_40_R18,225,40,18,7.5,J,40,P.37
225_40_R18,225,40,18,8,J,40,P.37
225_40_R18,225,40,18,8.5,J,40,P.37
225_40_R18,225,40,18,9,J,40,P.37
225_40_R19,225,40,19,7.5,J,40,P.37
225_40_R19,225,40,19,8,J,40,P.37
225_40_R19,225,40,19,8.5,J,40,P.37
225_40_R19,225,40,19,9,J,40,P.37
225_40_R20,225,40,20,7.5,J,40,P.37
225_40_R20,225,40,20,8,J,40,P.37
225_40_R20,225,40,20,8.5,J,40,P.37
225_40_R20,225,40,20,9,J,40,P.37
235_40_R17,235,40,17,8,J,40,P.37
235_40_R17,235,40,17,8.5,J,40,P.37
235_40_R17,235,40,17,9,J,40,P.37
235_40_R17,235,40,17,9.5,J,40,P.37
235_40_R18,235,40,18,8,J,40,P.37
235_40_R18,235,40,18,8.5,J,40,P.37
235_40_R18,235,40,18,9,J,40,P.37
235_40_R18,235,40,18,9.5,J,40,P.37
235_40_R19,235,40,19,8,J,40,P.37
235_40_R19,235,40,19,8.5,J,40,P.37
235_40_R19,235,40,19,9,J,40,P.37
235_40_R19,235,40,19,9.5,J,40,P.37
235_40_R20,235,40,20,8,J,40,P.37
235_40_R20,235,40,20,8.5,J,40,P.37
235_40_R20,235,40,20,9,J,40,P.37
235_40_R20,235,40,20,9.5,J,40,P.37
235_40_R21,235,40,21,8,J,40,P.37
235_40_R21,235,40,21,8.5,J,40,P.37
235_40_R21,235,40,21,9,J,40,P.37
235_40_R21,235,40,21,9.5,J,40,P.37
245_40_R15,245,40,15,8,J,40,P.37
245_40_R15,245,40,15,8.5,J,40,P.37
245_40_R15,245,40,15,9,J,40,P.37
245_40_R15,245,40,15,9.5,J,40,P.37
245_40_R17,245,40,17,8,J,40,P.37
245_40_R17,245,40,17,8.5,J,40,P.37
245_40_R17,245,40,17,9,J,40,P.37
245_40_R17,245,40,17,9.5,J,40,P.37
245_40_R18,245,40,18,8,J,40,P.37
245_40_R18,245,40,18,8.5,J,40,P.37
245_40_R18,245,40,18,9,J,40,P.37
245_40_R18,245,40,18,9.5,J,40,P.37
245_40_R19,245,40,19,8,J,40,P.37
245_40_R19,245,40,19,8.5,J,40,P.37
245_40_R19,245,40,19,9,J,40,P.37
245_40_R19,245,40,19,9.5,J,40,P.37
245_40_R20,245,40,20,8,J,40,P.37
245_40_R20,245,40,20,8.5,J,40,P.37
245_40_R20,245,40,20,9,J,40,P.37
245_40_R20,245,40,20,9.5,J,40,P.37
245_40_R21,245,40,21,8,J,40,P.37
245_40_R21,245,40,21,8.5,J,40,P.37
245_40_R21,245,40,21,9,J,40,P.37
245_40_R21,245,40,21,9.5,J,40,P.37
255_40_R16,255,40,16,8.5,J,40,P.37
255_40_R16,255,40,16,9,J,40,P.37
255_40_R16,255,40,16,9.5,J,40,P.37
255_40_R16,255,40,16,10,J,40,P.37
255_40_R17,255,40,17,8.5,J,40,P.37
255_40_R17,255,40,17,9,J,40,P.37
255_40_R17,255,40,17,9.5,J,40,P.37
255_40_R17,255,40,17,10,J,40,P.37
255_40_R18,255,40,18,8.5,J,40,P.37
255_40_R18,255,40,18,9,J,40,P.37
255_40_R18,255,40,18,9.5,J,40,P.37
255_40_R18,255,40,18,10,J,40,P.37
255_40_R19,255,40,19,8.5,J,40,P.37
255_40_R19,255,40,19,9,J,40,P.37
255_40_R19,255,40,19,9.5,J,40,P.37
255_40_R19,255,40,19,10,J,40,P.37
255_40_R20,255,40,20,8.5,J,40,P.37
255_40_R20,255,40,20,9,J,40,P.37
255_40_R20,255,40,20,9.5,J,40,P.37
255_40_R20,255,40,20,10,J,40,P.37
255_40_R21,255,40,21,8.5,J,40,P.37
255_40_R21,255,40,21,9,J,40,P.37
255_40_R21,255,40,21,9.5,J,40,P.37
255_40_R21,255,40,21,10,J,40,P.37
255_40_R22,255,40,22,8.5,J,40,P.37
255_40_R22,255,40,22,9,J,40,P.37
255_40_R22,255,40,22,9.5,J,40,P.37
255_40_R22,255,40,22,10,J,40,P.37
255_40_R23,255,40,23,8.5,J,40,P.37
255_40_R23,255,40,23,9,J,40,P.37
255_40_R23,255,40,23,9.5,J,40,P.37
255_40_R23,255,40,23,10,J,40,P.37
265_40_R17,265,40,17,9,J,40,P.37
265_40_R17,265,40,17,9.5,J,40,P.37
265_40_R17,265,40,17,10,J,40,P.37
265_40_R17,265,40,17,10.5,J,40,P.37
265_40_R18,265,40,18,9,J,40,P.37
265_40_R18,265,40,18,9.5,J,40,P.37
265_40_R18,265,40,18,10,J,40,P.37
265_40_R18,265,40,18,10.5,J,40,P.37
265_40_R19,265,40,19,9,J,40,P.37
265_40_R19,265,40,19,9.5,J,40,P.37
265_40_R19,265,40,19,10,J,40,P.37
265_40_R19,265,40,19,10.5,J,40,P.37
265_40_R20,265,40,20,9,J,40,P.37
265_40_R20,265,40,20,9.5,J,40,P.37
265_40_R20,265,40,20,10,J,40,P.37
265_40_R20,265,40,20,10.5,J,40,P.37
265_40_R21,265,40,21,9,J,40,P.37
265_40_R21,265,40,21,9.5,J,40,P.37
265_40_R21,265,40,21,10,J,40,P.37
265_40_R21,265,40,21,10.5,J,40,P.37
265_40_R22,265,40,22,9,J,40,P.37
265_40_R22,265,40,22,9.5,J,40,P.37
265_40_R22,265,40,22,10,J,40,P.37
265_40_R22,265,40,22,10.5,J,40,P.37
265_40_R23,265,40,23,9,J,40,P.37
265_40_R23,265,40,23,9.5,J,40,P.37
265_40_R23,265,40,23,10,J,40,P.37
265_40_R23,265,40,23,10.5,J,40,P.37
275_40_R17,275,40,17,9,J,40,P.37
275_40_R17,275,40,17,9.5,J,40,P.37
275_40_R17,275,40,17,10,J,40,P.37
275_40_R17,275,40,17,10.5,J,40,P.37
275_40_R17,275,40,17,11,J,40,P.37
275_40_R18,275,40,18,9,J,40,P.37
275_40_R18,275,40,18,9.5,J,40,P.37
275_40_R18,275,40,18,10,J,40,P.37
275_40_R18,275,40,18,10.5,J,40,P.37
275_40_R18,275,40,18,11,J,40,P.37
275_40_R19,275,40,19,9,J,40,P.37
275_40_R19,275,40,19,9.5,J,40,P.37
275_40_R19,275,40,19,10,J,40,P.37
275_40_R19,275,40,19,10.5,J,40,P.37
275_40_R19,275,40,19,11,J,40,P.37
275_40_R20,275,40,20,9,J,40,P.37
275_40_R20,275,40,20,9.5,J,40,P.37
275_40_R20,275,40,20,10,J,40,P.37
275_40_R20,275,40,20,10.5,J,40,P.37
275_40_R20,275,40,20,11,J,40,P.37
275_40_R21,275,40,21,9,J,40,P.37
275_40_R21,275,40,21,9.5,J,40,P.37
275_40_R21,275,40,21,10,J,40,P.37
275_40_R21,275,40,21,10.5,J,40,P.37
275_40_R21,275,40,21,11,J,40,P.37
275_40_R22,275,40,22,9,J,40,P.37
275_40_R22,275,40,22,9.5,J,40,P.37
275_40_R22,275,40,22,10,J,40,P.37
275_40_R22,275,40,22,10.5,J,40,P.37
275_40_R22,275,40,22,11,J,40,P.37
275_40_R23,275,40,23,9,J,40,P.37
275_40_R23,275,40,23,9.5,J,40,P.37
275_40_R23,275,40,23,10,J,40,P.37
275_40_R23,275,40,23,10.5,J,40,P.37
275_40_R23,275,40,23,11,J,40,P.37
285_40_R17,285,40,17,9.5,J,40,P.37
285_40_R17,285,40,17,10,J,40,P.37
285_40_R17,285,40,17,10.5,J,40,P.37
285_40_R17,285,40,17,11,J,40,P.37
285_40_R18,285,40,18,9.5,J,40,P.37
285_40_R18,285,40,18,10,J,40,P.37
285_40_R18,285,40,18,10.5,J,40,P.37
285_40_R18,285,40,18,11,J,40,P.37
285_40_R19,285,40,19,9.5,J,40,P.37
285_40_R19,285,40,19,10,J,40,P.37
285_40_R19,285,40,19,10.5,J,40,P.37
285_40_R19,285,40,19,11,J,40,P.37
285_40_R20,285,40,20,9.5,J,40,P.37
285_40_R20,285,40,20,10,J,40,P.37
285_40_R20,285,40,20,10.5,J,40,P.37
285_40_R20,285,40,20,11,J,40,P.37
285_40_R21,285,40,21,9.5,J,40,P.37
285_40_R21,285,40,21,10,J,40,P.37
285_40_R21,285,40,21,10.5,J,40,P.37
285_40_R21,285,40,21,11,J,40,P.37
285_40_R22,285,40,22,9.5,J,40,P.37
285_40_R22,285,40,22,10,J,40,P.37
285_40_R22,285,40,22,10.5,J,40,P.37
285_40_R22,285,40,22,11,J,40,P.37
285_40_R23,285,40,23,9.5,J,40,P.37
285_40_R23,285,40,23,10,J,40,P.37
285_40_R23,285,40,23,10.5,J,40,P.37
285_40_R23,285,40,23,11,J,40,P.37
285_40_R24,285,40,24,9.5,J,40,P.37
285_40_R24,285,40,24,10,J,40,P.37
285_40_R24,285,40,24,10.5,J,40,P.37
285_40_R24,285,40,24,11,J,40,P.37
295_40_R17,295,40,17,10,J,40,P.37
295_40_R17,295,40,17,10.5,J,40,P.37
295_40_R17,295,40,17,11,J,40,P.37
295_40_R17,295,40,17,11.5,J,40,P.37
295_40_R18,295,40,18,10,J,40,P.37
295_40_R18,295,40,18,10.5,J,40,P.37
295_40_R18,295,40,18,11,J,40,P.37
295_40_R18,295,40,18,11.5,J,40,P.37
295_40_R19,295,40,19,10,J,40,P.37
295_40_R19,295,40,19,10.5,J,40,P.37
295_40_R19,295,40,19,11,J,40,P.37
295_40_R19,295,40,19,11.5,J,40,P.37
295_40_R20,295,40,20,10,J,40,P.37
295_40_R20,295,40,20,10.5,J,40,P.37
295_40_R20,295,40,20,11,J,40,P.37
295_40_R20,295,40,20,11.5,J,40,P.37
295_40_R21,295,40,21,10,J,40,P.37
295_40_R21,295,40,21,10.5,J,40,P.37
295_40_R21,295,40,21,11,J,40,P.37
295_40_R21,295,40,21,11.5,J,40,P.37
295_40_R22,295,40,22,10,J,40,P.37
295_40_R22,295,40,22,10.5,J,40,P.37
295_40_R22,295,40,22,11,J,40,P.37
295_40_R22,295,40,22,11.5,J,40,P.37
295_40_R23,295,40,23,10,J,40,P.37
295_40_R23,295,40,23,10.5,J,40,P.37
295_40_R23,295,40,23,11,J,40,P.37
295_40_R23,295,40,23,11.5,J,40,P.37
295_40_R24,295,40,24,10,J,40,P.37
295_40_R24,295,40,24,10.5,J,40,P.37
295_40_R24,295,40,24,11,J,40,P.37
295_40_R24,295,40,24,11.5,J,40,P.37
305_40_R20,305,40,20,10,J,40,P.37
305_40_R20,305,40,20,10.5,J,40,P.37
305_40_R20,305,40,20,11,J,40,P.37
305_40_R20,305,40,20,11.5,J,40,P.37
305_40_R20,305,40,20,12,J,40,P.37
305_40_R21,305,40,21,10,J,40,P.37
305_40_R21,305,40,21,10.5,J,40,P.37
305_40_R21,305,40,21,11,J,40,P.37
305_40_R21,305,40,21,11.5,J,40,P.37
305_40_R21,305,40,21,12,J,40,P.37
305_40_R22,305,40,22,10,J,40,P.37
305_40_R22,305,40,22,10.5,J,40,P.37
305_40_R22,305,40,22,11,J,40,P.37
305_40_R22,305,40,22,11.5,J,40,P.37
305_40_R22,305,40,22,12,J,40,P.37
305_40_R23,305,40,23,10,J,40,P.37
305_40_R23,305,40,23,10.5,J,40,P.37
305_40_R23,305,40,23,11,J,40,P.37
305_40_R23,305,40,23,11.5,J,40,P.37
305_40_R23,305,40,23,12,J,40,P.37
305_40_R24,305,40,24,10,J,40,P.37
305_40_R24,305,40,24,10.5,J,40,P.37
305_40_R24,305,40,24,11,J,40,P.37
305_40_R24,305,40,24,11.5,J,40,P.37
305_40_R24,305,40,24,12,J,40,P.37
315_40_R21,315,40,21,10.5,J,40,P.37
315_40_R21,315,40,21,11,J,40,P.37
315_40_R21,315,40,21,11.5,J,40,P.37
315_40_R21,315,40,21,12,J,40,P.37
315_40_R21,315,40,21,12.5,J,40,P.37
315_40_R22,315,40,22,10.5,J,40,P.37
315_40_R22,315,40,22,11,J,40,P.37
315_40_R22,315,40,22,11.5,J,40,P.37
315_40_R22,315,40,22,12,J,40,P.37
315_40_R22,315,40,22,12.5,J,40,P.37
315_40_R25,315,40,25,10.5,J,40,P.37
315_40_R25,315,40,25,11,J,40,P.37
315_40_R25,315,40,25,11.5,J,40,P.37
315_40_R25,315,40,25,12,J,40,P.37
315_40_R25,315,40,25,12.5,J,40,P.37
315_40_R26,315,40,26,10.5,J,40,P.37
315_40_R26,315,40,26,11,J,40,P.37
315_40_R26,315,40,26,11.5,J,40,P.37
315_40_R26,315,40,26,12,J,40,P.37
315_40_R26,315,40,26,12.5,J,40,P.37
325_40_R21,325,40,21,11,J,40,P.37
325_40_R21,325,40,21,11.5,J,40,P.37
325_40_R21,325,40,21,12,J,40,P.37
325_40_R21,325,40,21,12.5,J,40,P.37
325_40_R21,325,40,21,13,J,40,P.37
325_40_R22,325,40,22,11,J,40,P.37
325_40_R22,325,40,22,11.5,J,40,P.37
325_40_R22,325,40,22,12,J,40,P.37
325_40_R22,325,40,22,12.5,J,40,P.37
325_40_R22,325,40,22,13,J,40,P.37
165_45_R15,165,45,15,5,J,45,P.35
165_45_R15,165,45,15,5.5,J,45,P.35
165_45_R15,165,45,15,6,J,45,P.35
165_45_R16,165,45,16,5,J,45,P.35
165_45_R16,165,45,16,5.5,J,45,P.35
165_45_R16,165,45,16,6,J,45,P.35
175_45_R15,175,45,15,5.5,J,45,P.35
175_45_R15,175,45,15,6,J,45,P.35
175_45_R15,175,45,15,6.5,J,45,P.35
185_45_R15,185,45,15,6,J,45,P.35
185_45_R15,185,45,15,6.5,J,45,P.35
185_45_R15,185,45,15,7,J,45,P.35
185_45_R17,185,45,17,6,J,45,P.35
185_45_R17,185,45,17,6.5,J,45,P.35
185_45_R17,185,45,17,7,J,45,P.35
195_45_R13,195,45,13,6,J,45,P.35
195_45_R13,195,45,13,6.5,J,45,P.35
195_45_R13,195,45,13,7,J,45,P.35
195_45_R13,195,45,13,7.5,J,45,P.35
195_45_R14,195,45,14,6,J,45,P.35
195_45_R14,195,45,14,6.5,J,45,P.35
195_45_R14,195,45,14,7,J,45,P.35
195_45_R14,195,45,14,7.5,J,45,P.35
195_45_R15,195,45,15,6,J,45,P.35
195_45_R15,195,45,15,6.5,J,45,P.35
195_45_R15,195,45,15,7,J,45,P.35
195_45_R15,195,45,15,7.5,J,45,P.35
195_45_R16,195,45,16,6,J,45,P.35
195_45_R16,195,45,16,6.5,J,45,P.35
195_45_R16,195,45,16,7,J,45,P.35
195_45_R16,195,45,16,7.5,J,45,P.35
195_45_R17,195,45,17,6,J,45,P.35
195_45_R17,195,45,17,6.5,J,45,P.35
195_45_R17,195,45,17,7,J,45,P.35
195_45_R17,195,45,17,7.5,J,45,P.35
195_45_R18,195,45,18,6,J,45,P.35
195_45_R18,195,45,18,6.5,J,45,P.35
195_45_R18,195,45,18,7,J,45,P.35
195_45_R18,195,45,18,7.5,J,45,P.35
205_45_R14,205,45,14,6.5,J,45,P.35
205_45_R14,205,45,14,7,J,45,P.35
205_45_R14,205,45,14,7.5,J,45,P.35
205_45_R15,205,45,15,6.5,J,45,P.35
205_45_R15,205,45,15,7,J,45,P.35
205_45_R15,205,45,15,7.5,J,45,P.35
205_45_R16,205,45,16,6.5,J,45,P.35
205_45_R16,205,45,16,7,J,45,P.35
205_45_R16,205,45,16,7.5,J,45,P.35
205_45_R17,205,45,17,6.5,J,45,P.35
205_45_R17,205,45,17,7,J,45,P.35
205_45_R17,205,45,17,7.5,J,45,P.35
205_45_R18,205,45,18,6.5,J,45,P.35
205_45_R18,205,45,18,7,J,45,P.35
205_45_R18,205,45,18,7.5,J,45,P.35
205_45_R19,205,45,19,6.5,J,45,P.35
205_45_R19,205,45,19,7,J,45,P.35
205_45_R19,205,45,19,7.5,J,45,P.35
215_45_R15,215,45,15,7,J,45,P.35
215_45_R15,215,45,15,7.5,J,45,P.35
215_45_R15,215,45,15,8,J,45,P.35
215_45_R16,215,45,16,7,J,45,P.35
215_45_R16,215,45,16,7.5,J,45,P.35
215_45_R16,215,45,16,8,J,45,P.35
215_45_R17,215,45,17,7,J,45,P.35
215_45_R17,215,45,17,7.5,J,45,P.35
215_45_R17,215,45,17,8,J,45,P.35
215_45_R18,215,45,18,7,J,45,P.35
215_45_R18,215,45,18,7.5,J,45,P.35
215_45_R18,215,45,18,8,J,45,P.35
215_45_R19,215,45,19,7,J,45,P.35
215_45_R19,215,45,19,7.5,J,45,P.35
215_45_R19,215,45,19,8,J,45,P.35
215_45_R20,215,45,20,7,J,45,P.35
215_45_R20,215,45,20,7.5,J,45,P.35
215_45_R20,215,45,20,8,J,45,P.35
225_45_R15,225,45,15,7,J,45,P.35
225_45_R15,225,45,15,7.5,J,45,P.35
225_45_R15,225,45,15,8,J,45,P.35
225_45_R15,225,45,15,8.5,J,45,P.35
225_45_R16,225,45,16,7,J,45,P.35
225_45_R16,225,45,16,7.5,J,45,P.35
225_45_R16,225,45,16,8,J,45,P.35
225_45_R16,225,45,16,8.5,J,45,P.35
225_45_R17,225,45,17,7,J,45,P.35
225_45_R17,225,45,17,7.5,J,45,P.35
225_45_R17,225,45,17,8,J,45,P.35
225_45_R17,225,45,17,8.5,J,45,P.35
225_45_R18,225,45,18,7,J,45,P.35
225_45_R18,225,45,18,7.5,J,45,P.35
225_45_R18,225,45,18,8,J,45,P.35
225_45_R18,225,45,18,8.5,J,45,P.35
225_45_R19,225,45,19,7,J,45,P.35
225_45_R19,225,45,19,7.5,J,45,P.35
225_45_R19,225,45,19,8,J,45,P.35
225_45_R19,225,45,19,8.5,J,45,P.35
225_45_R21,225,45,21,7,J,45,P.35
225_45_R21,225,45,21,7.5,J,45,P.35
225_45_R21,225,45,21,8,J,45,P.35
225_45_R21,225,45,21,8.5,J,45,P.35
235_45_R17,235,45,17,7.5,J,45,P.35
235_45_R17,235,45,17,8,J,45,P.35
235_45_R17,235,45,17,8.5,J,45,P.35
235_45_R17,235,45,17,9,J,45,P.35
235_45_R18,235,45,18,7.5,J,45,P.35
235_45_R18,235,45,18,8,J,45,P.35
235_45_R18,235,45,18,8.5,J,45,P.35
235_45_R18,235,45,18,9,J,45,P.35
235_45_R19,235,45,19,7.5,J,45,P.35
235_45_R19,235,45,19,8,J,45,P.35
235_45_R19,235,45,19,8.5,J,45,P.35
235_45_R19,235,45,19,9,J,45,P.35
235_45_R20,235,45,20,7.5,J,45,P.35
235_45_R20,235,45,20,8,J,45,P.35
235_45_R20,235,45,20,8.5,J,45,P.35
235_45_R20,235,45,20,9,J,45,P.35
235_45_R21,235,45,21,7.5,J,45,P.35
235_45_R21,235,45,21,8,J,45,P.35
235_45_R21,235,45,21,8.5,J,45,P.35
235_45_R21,235,45,21,9,J,45,P.35
235_45_R22,235,45,22,7.5,J,45,P.35
235_45_R22,235,45,22,8,J,45,P.35
235_45_R22,235,45,22,8.5,J,45,P.35
235_45_R22,235,45,22,9,J,45,P.35
245_45_R16,245,45,16,7.5,J,45,P.35
245_45_R16,245,45,16,8,J,45,P.35
245_45_R16,245,45,16,8.5,J,45,P.35
245_45_R16,245,45,16,9,J,45,P.35
245_45_R17,245,45,17,7.5,J,45,P.35
245_45_R17,245,45,17,8,J,45,P.35
245_45_R17,245,45,17,8.5,J,45,P.35
245_45_R17,245,45,17,9,J,45,P.35
245_45_R18,245,45,18,7.5,J,45,P.35
245_45_R18,245,45,18,8,J,45,P.35
245_45_R18,245,45,18,8.5,J,45,P.35
245_45_R18,245,45,18,9,J,45,P.35
245_45_R19,245,45,19,7.5,J,45,P.35
245_45_R19,245,45,19,8,J,45,P.35
245_45_R19,245,45,19,8.5,J,45,P.35
245_45_R19,245,45,19,9,J,45,P.35
245_45_R20,245,45,20,7.5,J,45,P.35
245_45_R20,245,45,20,8,J,45,P.35
245_45_R20,245,45,20,8.5,J,45,P.35
245_45_R20,245,45,20,9,J,45,P.35
245_45_R21,245,45,21,7.5,J,45,P.35
245_45_R21,245,45,21,8,J,45,P.35
245_45_R21,245,45,21,8.5,J,45,P.35
245_45_R21,245,45,21,9,J,45,P.35
255_45_R17,255,45,17,8,J,45,P.35
255_45_R17,255,45,17,8.5,J,45,P.35
255_45_R17,255,45,17,9,J,45,P.35
255_45_R17,255,45,17,9.5,J,45,P.35
255_45_R18,255,45,18,8,J,45,P.35
255_45_R18,255,45,18,8.5,J,45,P.35
255_45_R18,255,45,18,9,J,45,P.35
255_45_R18,255,45,18,9.5,J,45,P.35
255_45_R19,255,45,19,8,J,45,P.35
255_45_R19,255,45,19,8.5,J,45,P.35
255_45_R19,255,45,19,9,J,45,P.35
255_45_R19,255,45,19,9.5,J,45,P.35
255_45_R20,255,45,20,8,J,45,P.35
255_45_R20,255,45,20,8.5,J,45,P.35
255_45_R20,255,45,20,9,J,45,P.35
255_45_R20,255,45,20,9.5,J,45,P.35
255_45_R21,255,45,21,8,J,45,P.35
255_45_R21,255,45,21,8.5,J,45,P.35
255_45_R21,255,45,21,9,J,45,P.35
255_45_R21,255,45,21,9.5,J,45,P.35
255_45_R22,255,45,22,8,J,45,P.35
255_45_R22,255,45,22,8.5,J,45,P.35
255_45_R22,255,45,22,9,J,45,P.35
255_45_R22,255,45,22,9.5,J,45,P.35
255_45_R23,255,45,23,8,J,45,P.35
255_45_R23,255,45,23,8.5,J,45,P.35
255_45_R23,255,45,23,9,J,45,P.35
255_45_R23,255,45,23,9.5,J,45,P.35
